0,0.33,0.91
0.01,0.3,0.96
-0.01,0.3,0.99
-0.02,0.29,1
-0.02,0.27,0.99
-0.05,0.25,0.98
-0.06,0.23,0.97
-0.08,0.23,0.97
-0.11,0.25,0.98
-0.12,0.26,1
-0.11,0.28,1.02
-0.09,0.29,1.02
-0.09,0.29,1.02
-0.12,0.29,1.02
-0.14,0.31,1.01
-0.16,0.33,1.01
-0.18,0.33,1.02
-0.19,0.3,1.02
-0.21,0.23,1.01
-0.25,0.14,0.99
-0.3,0.08,0.97
-0.35,0.08,0.93
-0.35,0.07,0.93
-0.38,0.09,0.88
-0.37,0.09,0.84
-0.35,0.06,0.81
-0.33,0.01,0.8
-0.28,-0.07,0.81
-0.28,-0.07,0.81
-0.24,-0.09,0.82
-0.21,-0.1,0.8
-0.08,-0.05,0.78
-0.01,-0.01,0.82
0.1,0.07,0.9
0.24,0.2,1.02
0.36,0.33,1.15
0.47,0.44,1.26
0.59,0.54,1.29
0.7,0.64,1.33
0.74,0.74,1.33
0.78,0.8,1.28
0.81,0.83,1.21
0.85,0.83,1.12
0.89,0.82,1.01
0.83,0.74,0.84
0.87,0.66,0.78
0.84,0.55,0.73
0.77,0.4,0.69
0.67,0.22,0.67
0.47,0.03,0.65
0.27,-0.07,0.63
0.09,-0.07,0.64
0.09,-0.14,0.64
-0.06,-0.27,0.61
-0.23,-0.38,0.58
-0.42,-0.46,0.61
-0.61,-0.65,0.73
-0.78,-0.68,0.86
-0.92,-0.68,1.07
-0.92,-0.74,1.29
-0.87,-0.83,1.44
-0.82,-0.92,1.48
-0.78,-0.92,1.42
-0.7,-0.8,1.32
-0.58,-0.65,1.23
-0.43,-0.45,1.12
-0.42,0.18,0.91
-0.25,0.54,0.77
0,0.19,0.68
0.23,-0.13,0.65
0.5,-0.17,0.78
0.72,0.08,0.96
0.79,0.49,1.11
0.88,0.78,1.18
1.03,0.89,1.22
1.17,0.98,1.22
1.25,1.07,1.16
1.26,1.12,1.04
1.19,1.02,0.88
1.03,0.83,0.74
0.92,0.61,0.64
0.75,0.61,0.61
0.53,0.26,0.63
0.37,0.14,0.68
0.24,0.05,0.73
0.08,-0.03,0.77
-0.09,-0.11,0.8
-0.25,-0.17,0.85
-0.37,-0.24,0.83
-0.47,-0.32,0.83
-0.52,-0.38,0.86
-0.55,-0.39,0.92
-0.57,-0.37,1
-0.56,-0.31,1.07
-0.52,-0.23,1.13
-0.47,-0.16,1.17
-0.39,-0.08,1.18
-0.32,0,1.2
-0.25,0.09,1.21
-0.21,0.18,1.19
-0.19,0.3,1.16
-0.18,0.46,1.08
-0.17,0.59,0.95
-0.06,0.65,0.86
-0.08,0.56,0.82
-0.03,0.43,0.78
0.03,0.37,0.8
0.03,0.39,0.9
0.02,0.38,0.92
0.03,0.35,0.91
0.03,0.35,0.89
0.04,0.31,0.87
0.04,0.31,0.87
0.01,0.34,0.86
-0.01,0.34,0.9
-0.03,0.31,0.94
-0.04,0.3,0.96
-0.05,0.29,0.98
-0.06,0.3,0.99
-0.07,0.31,0.99
-0.07,0.32,1
-0.07,0.32,1
-0.07,0.32,0.99
-0.07,0.32,0.98
-0.07,0.32,0.98
-0.06,0.32,1
-0.05,0.32,1.01
-0.04,0.32,1
0,0.33,0.97
-0.1,0.3,0.91
-0.12,0.3,0.73
-0.05,0.33,0.78
-0.06,0.36,0.86
-0.06,0.36,0.86
-0.09,0.33,0.96
-0.07,0.32,0.99
-0.07,0.32,0.99
-0.08,0.32,0.99
-0.08,0.32,0.99
-0.09,0.3,0.88
