-0.02,0.28,0.97
-0.04,0.24,0.98
-0.06,0.23,0.98
-0.07,0.23,0.97
-0.08,0.24,0.96
-0.09,0.25,0.95
-0.11,0.26,0.94
-0.12,0.26,0.92
-0.13,0.24,0.92
-0.14,0.2,0.94
-0.15,0.17,0.96
-0.15,0.17,0.96
-0.15,0.15,0.99
-0.14,0.13,1.01
-0.12,0.08,1.03
-0.11,0.05,1.04
-0.08,0.03,1.05
-0.05,0.01,1.08
-0.02,-0.01,1.07
-0.02,-0.03,1.04
0.01,-0.02,0.97
0.02,0,0.93
0.03,0.02,0.91
0.02,0.01,0.92
0.01,-0.04,0.91
0,-0.04,0.92
0,-0.01,0.95
0.06,0.1,0.97
0.13,0.13,0.99
0.24,0.19,1.03
0.36,0.29,1.12
0.45,0.42,1.18
0.5,0.55,1.21
0.62,0.69,1.21
0.77,0.85,1.19
0.85,0.94,1.17
0.86,0.94,1.06
0.91,0.84,0.97
0.89,0.7,0.91
0.79,0.53,0.84
0.79,0.53,0.78
0.66,0.37,0.78
0.52,0.23,0.75
0.39,0.13,0.73
0.27,0.08,0.75
0.23,-0.13,0.78
0.1,-0.35,0.77
-0.03,-0.54,0.76
-0.25,-0.68,0.76
-0.51,-0.79,0.78
-0.87,-1.08,0.97
-0.87,-1.08,0.97
-0.97,-1.22,1.11
-1,-1.14,1.3
-0.91,-1.06,1.31
-0.76,-1.01,1.25
-0.61,-0.89,1.13
-0.43,-0.72,1
-0.26,-0.48,0.84
-0.19,0.09,0.62
0.02,0.29,0.6
0.33,-0.01,0.67
0.61,-0.19,0.83
0.83,-0.08,1.01
0.96,0.25,1.13
1.03,0.63,1.22
1.16,0.89,1.32
1.29,1,1.35
1.36,1.05,1.3
1.36,1.05,1.21
1.36,1.05,1.21
1.3,1.01,1.07
1.2,0.94,0.91
1.1,0.82,0.75
1.01,0.68,0.65
0.87,0.54,0.58
0.74,0.37,0.56
0.62,0.21,0.59
0.29,-0.04,0.75
0.12,-0.14,0.82
-0.1,-0.2,0.93
-0.26,-0.32,0.97
-0.42,-0.47,0.97
-0.57,-0.66,0.96
-0.7,-0.84,0.97
-0.81,-1,1.01
-0.88,-1.06,1.06
-0.87,-0.98,1.12
-0.81,-0.81,1.17
-0.69,-0.61,1.16
-0.57,-0.4,1.14
-0.41,-0.18,1.13
-0.27,0.1,1.14
-0.17,0.48,1.11
-0.04,0.75,1.01
0.18,0.81,0.95
0.32,0.71,0.92
0.33,0.55,0.86
0.29,0.55,0.86
0.28,0.45,0.86
0.33,0.5,0.88
0.25,0.54,0.94
0.17,0.49,0.99
0.16,0.4,1.01
0.12,0.26,0.98
0.1,0.22,0.95
0.08,0.22,0.92
0.05,0.23,0.91
0.02,0.23,0.91
0,0.22,0.92
-0.02,0.22,0.95
-0.03,0.23,0.99
-0.04,0.25,1.01
-0.03,0.27,1.01
-0.03,0.29,0.99
-0.04,0.32,0.98
-0.04,0.32,0.96
-0.04,0.32,0.95
-0.05,0.32,0.94
-0.07,0.3,0.94
-0.07,0.29,0.94
-0.07,0.28,0.96
-0.07,0.27,0.97
-0.07,0.27,0.98
-0.05,0.27,0.99
-0.04,0.27,0.99
-0.05,0.26,0.98
-0.03,0.26,0.98
-0.03,0.26,0.98
-0.09,0.23,0.94
-0.16,0.21,0.83
-0.12,0.25,0.75
-0.11,0.29,0.83
-0.11,0.29,0.9
-0.12,0.27,0.94
-0.11,0.27,0.97
-0.11,0.28,1.01
-0.1,0.29,1.03
-0.08,0.31,1.02
-0.05,0.3,0.96
-0.05,0.3,0.9
-0.07,0.29,0.88
