-0.15,0.32,0.89
-0.13,0.33,0.9
-0.12,0.35,0.9
-0.07,0.34,0.9
-0.07,0.34,0.91
-0.09,0.33,0.97
-0.09,0.33,0.97
-0.08,0.32,0.96
-0.08,0.32,0.94
-0.07,0.32,0.92
-0.07,0.33,0.91
-0.08,0.33,0.91
-0.09,0.33,0.9
-0.09,0.33,0.9
-0.07,0.33,0.9
-0.05,0.34,0.89
-0.03,0.34,0.88
-0.02,0.35,0.88
-0.01,0.35,0.89
0,0.36,0.9
0.02,0.36,0.9
0.02,0.36,0.91
0.02,0.36,0.91
0.04,0.37,0.92
0.06,0.38,0.94
0.09,0.39,0.96
0.11,0.42,0.97
0.11,0.43,0.96
0.12,0.42,0.91
0.09,0.39,0.87
0.05,0.37,0.85
0,0.35,0.85
-0.03,0.31,0.85
-0.03,0.31,0.86
-0.04,0.33,0.89
-0.01,0.34,0.9
-0.02,0.38,0.91
-0.01,0.39,0.93
0.02,0.35,0.93
0.02,0.31,0.91
0.02,0.31,0.91
0,0.32,0.88
-0.02,0.29,0.88
-0.03,0.24,0.9
-0.05,0.21,0.94
-0.07,0.18,0.97
-0.09,0.14,0.99
-0.08,0.14,0.99
-0.11,0.03,1.05
-0.16,-0.13,1.1
-0.18,-0.21,1.02
-0.18,-0.21,0.93
-0.17,-0.18,0.93
-0.13,-0.12,0.9
-0.08,-0.06,0.93
-0.07,0.02,0.96
-0.06,0.09,0.99
-0.04,0.14,1.03
-0.03,0.14,1.09
-0.04,0.11,1.12
-0.03,0.04,1.12
-0.02,-0.02,1.12
-0.02,-0.07,1.1
-0.01,-0.08,1.08
0.03,-0.03,1.08
0.03,-0.03,1.08
0.04,-0.01,1.07
0.02,-0.02,1.02
0,-0.03,0.98
-0.02,-0.05,0.96
-0.04,-0.07,0.96
-0.06,-0.1,0.96
-0.07,-0.09,0.94
-0.07,-0.08,0.93
-0.08,-0.06,0.93
-0.08,-0.04,0.93
-0.08,-0.04,0.93
-0.08,-0.04,0.93
-0.08,-0.06,0.92
-0.09,-0.08,0.92
-0.1,-0.08,0.93
-0.1,-0.1,0.93
-0.13,-0.12,0.95
-0.15,-0.13,0.97
-0.17,-0.16,0.99
-0.17,-0.18,1
-0.15,-0.2,1.02
-0.13,-0.2,1.04
-0.1,-0.19,1.06
-0.1,-0.18,1.08
-0.06,-0.17,1.06
-0.03,-0.17,1.05
-0.01,-0.14,1.06
-0.02,-0.13,1.08
-0.01,-0.11,1.12
0,-0.1,1.17
0,-0.1,1.21
0,-0.09,1.21
-0.03,-0.11,1.17
-0.06,-0.11,1.1
-0.03,-0.1,1.02
-0.05,-0.08,0.94
-0.1,-0.07,0.87
-0.15,-0.03,0.83
-0.18,0,0.83
-0.18,0.02,0.84
-0.17,0.03,0.86
-0.17,0.04,0.86
-0.16,0.08,0.88
-0.18,0.17,0.89
-0.23,0.17,0.87
-0.23,0.55,0.87
-0.18,0.88,0.78
-0.15,0.67,0.64
-0.12,0.29,0.56
-0.06,0.08,0.58
-0.04,0.08,0.67
-0.07,0.16,0.78
-0.11,0.1,0.92
-0.12,0.04,0.94
-0.1,0.01,0.96
-0.03,0.03,1
0.03,0.13,1.08
0.09,0.24,1.13
0.17,0.25,1.12
0.21,0.17,1.08
0.19,0.14,0.99
0.11,0.1,0.91
0.06,0.08,0.83
0.04,0.06,0.81
0.46,0.32,1.29
0.72,0.63,1.54
0.2,0.26,1.08
0.23,0.17,1.17
0.05,0.06,1.04
0.01,0.02,0.99
-0.01,0.02,0.98
0.01,0.04,0.96
0.01,0.07,0.94
0,0.08,0.93
0,0.08,0.93
0,0.08,0.93
-0.03,0.08,0.94
-0.04,0.08,0.94
-0.01,0.11,0.96
0.03,0.11,0.98
0.07,0.14,0.99
0.08,0.17,0.98
0.09,0.2,0.97
0.1,0.2,0.97
0.1,0.2,0.96
0.1,0.2,0.96
0.1,0.19,0.96
0.09,0.19,0.97
0.08,0.19,0.96
0.09,0.17,0.96
0.09,0.17,0.96
0.12,0.15,0.95
0.12,0.15,0.95
0.12,0.12,0.95
0.13,0.14,0.95
0.14,0.14,0.96
0.14,0.15,0.98
0.16,0.15,0.99
0.18,0.17,1
0.19,0.18,1.01
0.22,0.2,0.99
0.24,0.22,0.98
0.26,0.25,0.97
0.29,0.27,0.96
0.29,0.29,0.94
